name,affiliation,department,gold_email,gold_website
Dan Yang,Northeastern University,Engineering,,
William F. S. Miles,Northeastern University,Social Sciences,,
Sze Zheng Yong,Northeastern University,Engineering,,
José Á. Martínez-Lorenzo,Northeastern University,Engineering,,
Branimir Reljin,Northeastern University,Computer Science,,
Yu Gu,Northeastern University,Medicine,,
Jixin Li,Northeastern University,Agricultural and Biological Sciences,,
Zhenyu Liao,Northeastern University,Computer Science,,
Haifeng Yang,Northeastern University,Physics and Astronomy,,
Edwin A. Marengo,Northeastern University,Engineering,,
Lele Wang,Northeastern University,Computer Science,,
Linfeng Zhao,Northeastern University,Engineering,,
Yuxiao Li,Northeastern University,Physics and Astronomy,,
Bo Yan,Northeastern University,Computer Science,,
David B. Massey,Northeastern University,Mathematics,,
Xialin Zhang,Northeastern University,Computer Science,,
Zhizhang Shen,Northeastern University,Computer Science,,
Wendong Xu,Northeastern University,Engineering,,
Hessam Mahdavifar,Northeastern University,Computer Science,,
Milad Siami,Northeastern University,Computer Science,,
Jian Chen,Northeastern University,Engineering,,
Michael J. Marcus,Northeastern University,Engineering,,
Y. N. Srivastava,Northeastern University,Physics and Astronomy,,
Yue Kou,Northeastern University,Decision Sciences,,
Deng Li,Northeastern University,Engineering,,
Benyamin Davaji,Northeastern University,Engineering,,
Weimin Lei,Northeastern University,Computer Science,,
Carmine F. Palermo,Northeastern University,"Biochemistry, Genetics and Molecular Biology",,
Alexi Quintana,Northeastern University,Social Sciences,,
Zhang,Northeastern University,Chemistry,,
Tales Imbiriba,Northeastern University,Engineering,,
Christopher Cullen,Northeastern University,Arts and Humanities,,
Oleg Batishchev,Northeastern University,Engineering,,
Nathan Seegert,Northeastern University,"Economics, Econometrics and Finance",,
Tiezheng Nie,Northeastern University,Decision Sciences,,
Jin Kim,Northeastern University,Computer Science,,
David M. Cannon,Northeastern University,Materials Science,,
Malihe Alikhani,Northeastern University,Computer Science,,
Stephen Nathanson,Northeastern University,Arts and Humanities,,
Ata Uslu,Northeastern University,Social Sciences,,
Elizabeth K. Hawthorne,Northeastern University,Computer Science,,
Julie Peters,Northeastern University,Social Sciences,,
H Serre,Northeastern University,Medicine,,
Remica Aggarwal,Northeastern University,"Business, Management and Accounting",,
Amir Rezaee,Northeastern University,Medicine,,
Madhavi Venkatesan,Northeastern University,Environmental Science,,
Lindley Homol,Northeastern University,Social Sciences,,
Saina Sheini,Northeastern University,Social Sciences,,
Manuel Álvarez de la Rosa,Northeastern University,Social Sciences,,
Affiliated Faculty,Northeastern University,Khoury College of Computer Sciences,,
Ahmed Agha,Northeastern University,Khoury College of Computer Sciences,,
Align Programs,Northeastern University,Khoury College of Computer Sciences,,
Align Students,Northeastern University,Khoury College of Computer Sciences,,
All People,Northeastern University,Khoury College of Computer Sciences,,
Amanda Shayna Ahteck,Northeastern University,Khoury College of Computer Sciences,,
Anis Abdulle,Northeastern University,Khoury College of Computer Sciences,,
Ayush Agrawal,Northeastern University,Khoury College of Computer Sciences,,
Belonging at Khoury College,Northeastern University,Khoury College of Computer Sciences,,
Careers at Khoury College,Northeastern University,Khoury College of Computer Sciences,,
Clubs and Organizations,Northeastern University,Khoury College of Computer Sciences,,
Co-op Faculty,Northeastern University,Khoury College of Computer Sciences,,
Co-ops and Internships,Northeastern University,Khoury College of Computer Sciences,,
Column one,Northeastern University,Khoury College of Computer Sciences,,
Column two,Northeastern University,Khoury College of Computer Sciences,,
Combined Majors,Northeastern University,Khoury College of Computer Sciences,,
Community Partnerships,Northeastern University,Khoury College of Computer Sciences,,
Dean’s Welcome To Our Community,Northeastern University,Khoury College of Computer Sciences,,
Emeritus Faculty,Northeastern University,Khoury College of Computer Sciences,,
Everaldo Marques de Aguiar Junior,Northeastern University,Khoury College of Computer Sciences,,
Experiential Learning,Northeastern University,Khoury College of Computer Sciences,,
Federal Landscape: Frequently Asked Questions,Northeastern University,Khoury College of Computer Sciences,,
Global Campus Experience,Northeastern University,Khoury College of Computer Sciences,,
Global Campuses,Northeastern University,Khoury College of Computer Sciences,,
Haneen Abderrazzaq,Northeastern University,Khoury College of Computer Sciences,,
Hiring a co-op student: What to know,Northeastern University,Khoury College of Computer Sciences,,
History of Khoury College,Northeastern University,Khoury College of Computer Sciences,,
Industry Partnerships: Collaborating on Research,Northeastern University,Khoury College of Computer Sciences,,
Industry Partnerships: Engaging Students,Northeastern University,Khoury College of Computer Sciences,,
Jane Adams,Northeastern University,Khoury College of Computer Sciences,,
Khoury College Facilities,Northeastern University,Khoury College of Computer Sciences,,
Khoury College at Conferences,Northeastern University,Khoury College of Computer Sciences,,
Khoury College of Computer Sciences,Northeastern University,Khoury College of Computer Sciences,,
Khoury College: Leading in AI innovation and education,Northeastern University,Khoury College of Computer Sciences,,
Khoury News,Northeastern University,Khoury College of Computer Sciences,,
Khoury organizational chart,Northeastern University,Khoury College of Computer Sciences,,
Labs and Groups,Northeastern University,Khoury College of Computer Sciences,,
Laura Adrien,Northeastern University,Khoury College of Computer Sciences,,
Life at Khoury College,Northeastern University,Khoury College of Computer Sciences,,
Master’s Programs and Graduate Certificates,Northeastern University,Khoury College of Computer Sciences,,
Master’s Students,Northeastern University,Khoury College of Computer Sciences,,
Master’s and Certificate Students,Northeastern University,Khoury College of Computer Sciences,,
Meet the people of Khoury College,Northeastern University,Khoury College of Computer Sciences,,
Mission and Vision,Northeastern University,Khoury College of Computer Sciences,,
Oath for Computing Professionals,Northeastern University,Khoury College of Computer Sciences,,
Partnering for Change,Northeastern University,Khoury College of Computer Sciences,,
PhD Programs,Northeastern University,Khoury College of Computer Sciences,,
PhD Students,Northeastern University,Khoury College of Computer Sciences,,
PlusOne Accelerated Master's Programs,Northeastern University,Khoury College of Computer Sciences,,
Post Docs,Northeastern University,Khoury College of Computer Sciences,,
Quick Links,Northeastern University,Khoury College of Computer Sciences,,
Read bio,Northeastern University,Khoury College of Computer Sciences,,
Resources For,Northeastern University,Khoury College of Computer Sciences,,
Sanchit Ahuja,Northeastern University,Khoury College of Computer Sciences,,
Shubh Agrawal,Northeastern University,Khoury College of Computer Sciences,,
Sushant Agarwal,Northeastern University,Khoury College of Computer Sciences,,
Teaching Faculty,Northeastern University,Khoury College of Computer Sciences,,
Tenured/Tenure-Track Faculty,Northeastern University,Khoury College of Computer Sciences,,
The partnership that fuels America,Northeastern University,Khoury College of Computer Sciences,,
Undergraduate Programs,Northeastern University,Khoury College of Computer Sciences,,
Undergraduate Students,Northeastern University,Khoury College of Computer Sciences,,
Uzair Ahmad,Northeastern University,Khoury College of Computer Sciences,,
Verizon Smart Campus Competition,Northeastern University,Khoury College of Computer Sciences,,
Why are students choosing Khoury College?,Northeastern University,Khoury College of Computer Sciences,,
Academic Departments,Northeastern University,College of Engineering,,
Academic Programs,Northeastern University,College of Engineering,,
Academics & Experiential Learning,Northeastern University,College of Engineering,,
Annual Reports,Northeastern University,College of Engineering,,
Artificial Intelligence in COE,Northeastern University,College of Engineering,,
Belonging in COE,Northeastern University,College of Engineering,,
"Business, Entrepreneurship and Leadership",Northeastern University,College of Engineering,,
Clubs & Organizations,Northeastern University,College of Engineering,,
Co-op & Experiential Learning,Northeastern University,College of Engineering,,
College Leadership,Northeastern University,College of Engineering,,
Current Students,Northeastern University,College of Engineering,,
Engineering Computer Center,Northeastern University,College of Engineering,,
Find Faculty & Staff,Northeastern University,College of Engineering,,
Global Engineering Education,Northeastern University,College of Engineering,,
Graduate School of Engineering,Northeastern University,College of Engineering,,
Honors & Distinctions,Northeastern University,College of Engineering,,
In the Media,Northeastern University,College of Engineering,,
Industry Partners,Northeastern University,College of Engineering,,
Industry Partnership,Northeastern University,College of Engineering,,
Message from Dean,Northeastern University,College of Engineering,,
Northeastern University College of Engineering,Northeastern University,College of Engineering,,
Publications & Patents,Northeastern University,College of Engineering,,
Quick Facts,Northeastern University,College of Engineering,,
Request Information,Northeastern University,College of Engineering,,
Skip Navigation,Northeastern University,College of Engineering,,
Social Media Directory,Northeastern University,College of Engineering,,
Spotlight Stories,Northeastern University,College of Engineering,,
Student Research,Northeastern University,College of Engineering,,
Talent Recruiters,Northeastern University,College of Engineering,,
The Brief,Northeastern University,College of Engineering,,
Undergraduate Studies,Northeastern University,College of Engineering,,
18 more fatalities,Northeastern University,College of Social Sciences and Humanities,,
All Stories,Northeastern University,College of Social Sciences and Humanities,,
Auroop Ganguly,Northeastern University,College of Social Sciences and Humanities,,
Belonging at CSSH,Northeastern University,College of Social Sciences and Humanities,,
College Governance,Northeastern University,College of Social Sciences and Humanities,,
College of Social Sciences and Humanities,Northeastern University,College of Social Sciences and Humanities,,
Connect with Us,Northeastern University,College of Social Sciences and Humanities,,
Current Grad Students,Northeastern University,College of Social Sciences and Humanities,,
Dean’s Strategy Council,Northeastern University,College of Social Sciences and Humanities,,
Dean’s Welcome,Northeastern University,College of Social Sciences and Humanities,,
Fact-checkers at Reuters,Northeastern University,College of Social Sciences and Humanities,,
Featured Projects,Northeastern University,College of Social Sciences and Humanities,,
"Follow us on
					Bluesky",Northeastern University,College of Social Sciences and Humanities,,
"Follow us on
					Facebook",Northeastern University,College of Social Sciences and Humanities,,
"Follow us on
					Instagram",Northeastern University,College of Social Sciences and Humanities,,
"Follow us on
					LinkedIn",Northeastern University,College of Social Sciences and Humanities,,
"Follow us on
					Twitter",Northeastern University,College of Social Sciences and Humanities,,
"Follow us on
					YouTube",Northeastern University,College of Social Sciences and Humanities,,
Global Opportunities,Northeastern University,College of Social Sciences and Humanities,,
Go to the Northeastern University homepage,Northeastern University,College of Social Sciences and Humanities,,
Graduate Programs Welcome Day,Northeastern University,College of Social Sciences and Humanities,,
Laura Kuhl,Northeastern University,College of Social Sciences and Humanities,,
"Majors, Minors, & Grad Degrees",Northeastern University,College of Social Sciences and Humanities,,
Make a Gift,Northeastern University,College of Social Sciences and Humanities,,
More Stories,Northeastern University,College of Social Sciences and Humanities,,
New Grad Students,Northeastern University,College of Social Sciences and Humanities,,
Northeastern Global News,Northeastern University,College of Social Sciences and Humanities,,
Northeastern University,Northeastern University,College of Social Sciences and Humanities,,
Org Chart,Northeastern University,College of Social Sciences and Humanities,,
People in this story,Northeastern University,College of Social Sciences and Humanities,,
Resources for Faculty,Northeastern University,College of Social Sciences and Humanities,,
"Schools, Departments, and Programs",Northeastern University,College of Social Sciences and Humanities,,
Search People,Northeastern University,College of Social Sciences and Humanities,,
Service Learning,Northeastern University,College of Social Sciences and Humanities,,
Skip to content,Northeastern University,College of Social Sciences and Humanities,,
Staff Development and Community at CSSH,Northeastern University,College of Social Sciences and Humanities,,
Stay In Touch,Northeastern University,College of Social Sciences and Humanities,,
Student Communities,Northeastern University,College of Social Sciences and Humanities,,
Student Pathways,Northeastern University,College of Social Sciences and Humanities,,
Student Research Opportunities,Northeastern University,College of Social Sciences and Humanities,,
Student Stories,Northeastern University,College of Social Sciences and Humanities,,
UAE has denied,Northeastern University,College of Social Sciences and Humanities,,
Undergraduate Advising,Northeastern University,College of Social Sciences and Humanities,,
in a statement,Northeastern University,College of Social Sciences and Humanities,,
A - Z,Northeastern University,Bouvé College of Health Sciences,,
Academic Advisors,Northeastern University,Bouvé College of Health Sciences,,
Academic Student Services,Northeastern University,Bouvé College of Health Sciences,,
Apply Today,Northeastern University,Bouvé College of Health Sciences,,
Book the Sim Lab,Northeastern University,Bouvé College of Health Sciences,,
Bouvé College of Health Sciences,Northeastern University,Bouvé College of Health Sciences,,
Bouvé News,Northeastern University,Bouvé College of Health Sciences,,
Bouvé Undergraduate Honors in the Discipline,Northeastern University,Bouvé College of Health Sciences,,
Career Advice,Northeastern University,Bouvé College of Health Sciences,,
Co-op Education Program,Northeastern University,Bouvé College of Health Sciences,,
Continuing Pharmacy Education,Northeastern University,Bouvé College of Health Sciences,,
Continuing and Professional Education,Northeastern University,Bouvé College of Health Sciences,,
Cooperative Education (Co-op),Northeastern University,Bouvé College of Health Sciences,,
Email: Marketing and Communications,Northeastern University,Bouvé College of Health Sciences,,
Email: Office of the Dean,Northeastern University,Bouvé College of Health Sciences,,
Experiential Learning Model,Northeastern University,Bouvé College of Health Sciences,,
Facilities & Support,Northeastern University,Bouvé College of Health Sciences,,
Financial Aid,Northeastern University,Bouvé College of Health Sciences,,
Global Experience,Northeastern University,Bouvé College of Health Sciences,,
Graduate Admissions,Northeastern University,Bouvé College of Health Sciences,,
Health Sciences Entrepreneurship,Northeastern University,Bouvé College of Health Sciences,,
How to Apply,Northeastern University,Bouvé College of Health Sciences,,
Industry Partnerships,Northeastern University,Bouvé College of Health Sciences,,
Information Sessions,Northeastern University,Bouvé College of Health Sciences,,
International Student Requirements,Northeastern University,Bouvé College of Health Sciences,,
Lab Space,Northeastern University,Bouvé College of Health Sciences,,
Life at Bouvé,Northeastern University,Bouvé College of Health Sciences,,
Notes from the Dean,Northeastern University,Bouvé College of Health Sciences,,
Patient Simulators,Northeastern University,Bouvé College of Health Sciences,,
Pharmaceutical Industry Fellowships Program,Northeastern University,Bouvé College of Health Sciences,,
PlusOne Programs            (Accelerated Master’s),Northeastern University,Bouvé College of Health Sciences,,
PreMed and PreHealth,Northeastern University,Bouvé College of Health Sciences,,
Primary Menu,Northeastern University,Bouvé College of Health Sciences,,
Read Full Bio,Northeastern University,Bouvé College of Health Sciences,,
Real-World Experience,Northeastern University,Bouvé College of Health Sciences,,
Request More Information,Northeastern University,Bouvé College of Health Sciences,,
Schedule an Appointment,Northeastern University,Bouvé College of Health Sciences,,
School of Clinical and Rehabilitation Sciences,Northeastern University,Bouvé College of Health Sciences,,
School of Community Health and Behavioral Sciences,Northeastern University,Bouvé College of Health Sciences,,
School of Nursing,Northeastern University,Bouvé College of Health Sciences,,
School of Pharmacy and Pharmaceutical Sciences,Northeastern University,Bouvé College of Health Sciences,,
Schools and Departments,Northeastern University,Bouvé College of Health Sciences,,
Share Your News,Northeastern University,Bouvé College of Health Sciences,,
Share Your Story,Northeastern University,Bouvé College of Health Sciences,,
Skip to main content,Northeastern University,Bouvé College of Health Sciences,,
"Speech-Language Center, Charlotte, NC",Northeastern University,Bouvé College of Health Sciences,,
Speech-Language and Hearing Center,Northeastern University,Bouvé College of Health Sciences,,
Student Manuals and Forms,Northeastern University,Bouvé College of Health Sciences,,
Talk to a Student,Northeastern University,Bouvé College of Health Sciences,,
The Arnold S. Goldstein Simulation Laboratory Suite,Northeastern University,Bouvé College of Health Sciences,,
Training Programs and Workshops,Northeastern University,Bouvé College of Health Sciences,,
Undergraduate Admissions,Northeastern University,Bouvé College of Health Sciences,,
Visits and Info Sessions,Northeastern University,Bouvé College of Health Sciences,,
"What’s the simulation like? Fake Patients, Real Stress",Northeastern University,Bouvé College of Health Sciences,,
Z - A,Northeastern University,Bouvé College of Health Sciences,,
521 Members,Northeastern University,D'Amore-McKim School of Business,,
Academic Groups,Northeastern University,D'Amore-McKim School of Business,,
Academic calendars,Northeastern University,D'Amore-McKim School of Business,,
Alina Adams,Northeastern University,D'Amore-McKim School of Business,,
Alumni news,Northeastern University,D'Amore-McKim School of Business,,
Alumni relations,Northeastern University,D'Amore-McKim School of Business,,
Attend admissions events,Northeastern University,D'Amore-McKim School of Business,,
BS in Business Administration,Northeastern University,D'Amore-McKim School of Business,,
BS in International Business,Northeastern University,D'Amore-McKim School of Business,,
Become a Husky,Northeastern University,D'Amore-McKim School of Business,,
Business Sustainability Initiative,Northeastern University,D'Amore-McKim School of Business,,
Campus life,Northeastern University,D'Amore-McKim School of Business,,
Chat with student ambassadors,Northeastern University,D'Amore-McKim School of Business,,
Corporate Partners,Northeastern University,D'Amore-McKim School of Business,,
Corporate Partnership Program,Northeastern University,D'Amore-McKim School of Business,,
Course catalogs,Northeastern University,D'Amore-McKim School of Business,,
DMSB AI Strategic Hub,Northeastern University,D'Amore-McKim School of Business,,
Dean's Message,Northeastern University,D'Amore-McKim School of Business,,
Double Husky scholarships,Northeastern University,D'Amore-McKim School of Business,,
Employee directory,Northeastern University,D'Amore-McKim School of Business,,
Entrepreneurship & Innovation,Northeastern University,D'Amore-McKim School of Business,,
Executive education,Northeastern University,D'Amore-McKim School of Business,,
Experience-powered learning,Northeastern University,D'Amore-McKim School of Business,,
Explore D'Amore-McKim,Northeastern University,D'Amore-McKim School of Business,,
Financial services,Northeastern University,D'Amore-McKim School of Business,,
Find faculty by expertise,Northeastern University,D'Amore-McKim School of Business,,
Find people,Northeastern University,D'Amore-McKim School of Business,,
Follow D'Amore-McKim,Northeastern University,D'Amore-McKim School of Business,,
Graduate Career Center,Northeastern University,D'Amore-McKim School of Business,,
Graduate certificates,Northeastern University,D'Amore-McKim School of Business,,
Graduate student handbook,Northeastern University,D'Amore-McKim School of Business,,
Hire Our Students,Northeastern University,D'Amore-McKim School of Business,,
Human Resources,Northeastern University,D'Amore-McKim School of Business,,
ITS support,Northeastern University,D'Amore-McKim School of Business,,
Information for,Northeastern University,D'Amore-McKim School of Business,,
Instructional Design support,Northeastern University,D'Amore-McKim School of Business,,
International Business & Strategy,Northeastern University,D'Amore-McKim School of Business,,
Intranet (login required),Northeastern University,D'Amore-McKim School of Business,,
Jay Ruparel,Northeastern University,D'Amore-McKim School of Business,,
Jim Gasperoni,Northeastern University,D'Amore-McKim School of Business,,
Kate Hamilton,Northeastern University,D'Amore-McKim School of Business,,
Kevin Papadopoulos,Northeastern University,D'Amore-McKim School of Business,,
Key statistics & rankings,Northeastern University,D'Amore-McKim School of Business,,
Lingfei Kong,Northeastern University,D'Amore-McKim School of Business,,
Management & Organizational Development,Northeastern University,D'Amore-McKim School of Business,,
Marian Walsh,Northeastern University,D'Amore-McKim School of Business,,
More admissions information,Northeastern University,D'Amore-McKim School of Business,,
More resources,Northeastern University,D'Amore-McKim School of Business,,
Next »,Northeastern University,D'Amore-McKim School of Business,,
Oakland Programs,Northeastern University,D'Amore-McKim School of Business,,
Ombuds office,Northeastern University,D'Amore-McKim School of Business,,
Other majors,Northeastern University,D'Amore-McKim School of Business,,
Peng(Peter) Xu,Northeastern University,D'Amore-McKim School of Business,,
Philanthropic partners,Northeastern University,D'Amore-McKim School of Business,,
Prajacta Kulkarni,Northeastern University,D'Amore-McKim School of Business,,
Prospective students,Northeastern University,D'Amore-McKim School of Business,,
Related events,Northeastern University,D'Amore-McKim School of Business,,
School leadership,Northeastern University,D'Amore-McKim School of Business,,
Seung Hyun Kim,Northeastern University,D'Amore-McKim School of Business,,
Start your application,Northeastern University,D'Amore-McKim School of Business,,
Supply Chain & Information Management,Northeastern University,D'Amore-McKim School of Business,,
Thought leadership,Northeastern University,D'Amore-McKim School of Business,,
Tuition & aid,Northeastern University,D'Amore-McKim School of Business,,
Undergraduate career development,Northeastern University,D'Amore-McKim School of Business,,
Undergraduate student handbook,Northeastern University,D'Amore-McKim School of Business,,
Visit the school,Northeastern University,D'Amore-McKim School of Business,,
Wider community,Northeastern University,D'Amore-McKim School of Business,,
